"TIME_PERIOD","REF_AREA","MEASURE","SECTOR","STANDARD_REVENUE","CTRY_SPECIFIC_REVENUE","UNIT_MEASURE","FREQ","obsValue","UNIT_MULT","REVENUE_CODE","DECIMALS","CURRENCY","OBS_STATUS"
"2016","ISL","TAX_REV","S13","T_1210","_T","USD","A",0.514454,"9","1210","0","_Z","A"
"2016","NZL","TAX_REV","S13","T_1200","_T","USD","A",9.466468,"9","1200","0","_Z","A"
"2016","JPN","TAX_REV","S13","T_1210","_T","USD","A",180.397516,"9","1210","0","_Z","A"
"2016","SWE","TAX_REV","S13","T_1210","_T","USD","A",14.074462,"9","1210","0","_Z","A"
"2016","FRA","TAX_REV","S13","T_1200","_T","USD","A",45.349299,"9","1200","0","_Z","A"
"2016","ITA","TAX_REV","S13","T_1210","_T","USD","A",40.057515,"9","1210","0","_Z","A"
"2017","JPN","TAX_REV","S13","T_1220","_T","USD","A",0,"9","1220","0","_Z","A"
"2018","EST","TAX_REV","S13","T_1210","_T","USD","A",0.084096,"9","1210","0","_Z","A"
"2017","PRT","TAX_REV","S13","T_1220","_T","USD","A",NA,"9","1220","0","_Z","A"
"2017","DNK","TAX_REV","S13","T_1220","_T","USD","A",0,"9","1220","0","_Z","A"
"2016","MEX","TAX_REV","S13","T_1200","_T","USD","A",37.554786,"9","1200","0","_Z","A"
"2017","ESP","TAX_REV","S13","T_1210","_T","USD","A",NA,"9","1210","0","_Z","A"
"2016","DEU","TAX_REV","S13","T_1210","_T","USD","A",68.502946,"9","1210","0","_Z","A"
"2016","CHE","TAX_REV","S13","T_1200","_T","USD","A",21.002059,"6","1200","0","_Z","A"
"2017","CHL","TAX_REV","S13","T_1210","_T","USD","A",NA,"9","1210","0","_Z","A"
"2017","LUX","TAX_REV","S13","T_1220","_T","USD","A",0,"9","1220","0","_Z","A"
"2017","KOR","TAX_REV","S13","T_1220","_T","USD","A",0,"9","1220","0","_Z","A"
"2016","IRL","TAX_REV","S13","T_1200","_T","USD","A",8.138904,"9","1200","0","_Z","A"
"2016","CHE","TAX_REV","S13","T_1210","_T","USD","A",21.002059,"6","1210","0","_Z","A"
"2023","SWE","TAX_REV","S13","T_1220","_T","USD","A",0,"9","1220","0","_Z","A"
"2016","CHL","TAX_REV","S13","T_1200","_T","USD","A",10.558017,"9","1200","0","_Z","A"
"2016","NLD","TAX_REV","S13","T_1200","_T","USD","A",26.234723,"9","1200","0","_Z","A"
"2016","EST","TAX_REV","S13","T_1220","_T","USD","A",0.366308,"9","1220","0","_Z","A"
"2017","SWE","TAX_REV","S13","T_1200","_T","USD","A",15.045408,"9","1200","0","_Z","A"
"2017","AUS","TAX_REV","S13","T_1220","_T","USD","A",0,"9","1220","0","_Z","A"
"2016","CAN","TAX_REV","S13","T_1200","_T","USD","A",57.582416,"9","1200","0","_Z","A"
"2017","MEX","TAX_REV","S13","T_1220","_T","USD","A",NA,"9","1220","0","_Z","A"
"2016","USA","TAX_REV","S13","T_1210","_T","USD","A",314.449076,"9","1210","0","_Z","A"
"2016","AUT","TAX_REV","S13","T_1200","_T","USD","A",9.284405,"9","1200","0","_Z","A"
"2016","EST","TAX_REV","S13","T_1200","_T","USD","A",0.408602,"9","1200","0","_Z","A"
"2016","SVN","TAX_REV","S13","T_1210","_T","USD","A",0.713749,"6","1210","0","_Z","A"
"2016","FIN","TAX_REV","S13","T_1210","_T","USD","A",5.310924,"9","1210","0","_Z","A"
"2017","SVN","TAX_REV","S13","T_1200","_T","USD","A",0.862847,"6","1200","0","_Z","A"
"2016","CRI","TAX_REV","S13","T_1200","_T","USD","A",1.362139,"9","1200","0","_Z","A"
"2017","HUN","TAX_REV","S13","T_1220","_T","USD","A",NA,"6","1220","0","_Z","A"
"2017","COL","TAX_REV","S13","T_1220","_T","USD","A",NA,"9","1220","0","_Z","A"
"2017","AUT","TAX_REV","S13","T_1220","_T","USD","A",0,"9","1220","0","_Z","A"
"2016","NOR","TAX_REV","S13","T_1200","_T","USD","A",14.928214,"9","1200","0","_Z","A"
"2016","NOR","TAX_REV","S13","T_1210","_T","USD","A",14.928214,"9","1210","0","_Z","A"
"2016","ISL","TAX_REV","S13","T_1200","_T","USD","A",0.514454,"9","1200","0","_Z","A"
"2017","SVK","TAX_REV","S13","T_1220","_T","USD","A",0,"9","1220","0","_Z","A"
"2017","CHL","TAX_REV","S13","T_1220","_T","USD","A",NA,"9","1220","0","_Z","A"
"2017","IRL","TAX_REV","S13","T_1220","_T","USD","A",0,"9","1220","0","_Z","A"
"2017","ESP","TAX_REV","S13","T_1220","_T","USD","A",NA,"9","1220","0","_Z","A"
"2016","PRT","TAX_REV","S13","T_1200","_T","USD","A",6.280772,"9","1200","0","_Z","A"
"2016","LUX","TAX_REV","S13","T_1200","_T","USD","A",2.721784,"9","1200","0","_Z","A"
"2016","ITA","TAX_REV","S13","T_1220","_T","USD","A",0.006641,"9","1220","0","_Z","A"
"2016","ISR","TAX_REV","S13","T_1220","_T","USD","A",0.497322,"9","1220","0","_Z","A"
"2016","LUX","TAX_REV","S13","T_1210","_T","USD","A",2.721784,"9","1210","0","_Z","A"
"2016","HUN","TAX_REV","S13","T_1200","_T","USD","A",2.903511,"6","1200","0","_Z","A"
"2017","SVN","TAX_REV","S13","T_1220","_T","USD","A",0,"6","1220","0","_Z","A"
"2017","CAN","TAX_REV","S13","T_1220","_T","USD","A",0,"9","1220","0","_Z","A"
"2022","OECD_REP","TAX_REV","S13","T_1210","_T","USD","A",53.41306,"9","1210","0","_Z","A"
"2017","LVA","TAX_REV","S13","T_1220","_T","USD","A",0,"9","1220","0","_Z","A"
"2016","TUR","TAX_REV","S13","T_1210","_T","USD","A",14.22773,"9","1210","0","_Z","A"
"2017","HUN","TAX_REV","S13","T_1210","_T","USD","A",NA,"6","1210","0","_Z","A"
"2016","FRA","TAX_REV","S13","T_1210","_T","USD","A",45.349299,"9","1210","0","_Z","A"
"2017","BEL","TAX_REV","S13","T_1220","_T","USD","A",0,"9","1220","0","_Z","A"
"2017","OECD_REP","TAX_REV","S13","T_1200","_T","USD","A",32.143649,"9","1200","0","_Z","A"
"2016","CZE","TAX_REV","S13","T_1200","_T","USD","A",7.314014,"9","1200","0","_Z","A"
"2016","LTU","TAX_REV","S13","T_1200","_T","USD","A",0.694746,"9","1200","0","_Z","A"
"2016","ESP","TAX_REV","S13","T_1200","_T","USD","A",27.302885,"9","1200","0","_Z","A"
"2023","IRL","TAX_REV","S13","T_1210","_T","USD","A",26.155762,"9","1210","0","_Z","A"
"2016","CRI","TAX_REV","S13","T_1210","_T","USD","A",1.362139,"9","1210","0","_Z","A"
"2016","AUS","TAX_REV","S13","T_1210","_T","USD","A",59.598366,"9","1210","0","_Z","A"
"2023","BEL","TAX_REV","S13","T_1200","_T","USD","A",25.174084,"9","1200","0","_Z","A"
"2016","AUS","TAX_REV","S13","T_1200","_T","USD","A",59.598366,"9","1200","0","_Z","A"
"2023","POL","TAX_REV","S13","T_1200","_T","USD","A",21.331614,"9","1200","0","_Z","A"
"2016","COL","TAX_REV","S13","T_1210","_T","USD","A",13.867443,"9","1210","0","_Z","A"
"2023","ISR","TAX_REV","S13","T_1200","_T","USD","A",18.390266,"9","1200","0","_Z","A"
"2023","DNK","TAX_REV","S13","T_1210","_T","USD","A",15.402609,"9","1210","0","_Z","A"
"2017","POL","TAX_REV","S13","T_1220","_T","USD","A",NA,"9","1220","0","_Z","A"
"2016","GRC","TAX_REV","S13","T_1210","_T","USD","A",4.857093,"9","1210","0","_Z","A"
"2023","LVA","TAX_REV","S13","T_1200","_T","USD","A",0.582009,"9","1200","0","_Z","A"
"2017","SVK","TAX_REV","S13","T_1210","_T","USD","A",0,"9","1210","0","_Z","A"
"2017","NLD","TAX_REV","S13","T_1220","_T","USD","A",0,"9","1220","0","_Z","A"
"2017","POL","TAX_REV","S13","T_1210","_T","USD","A",NA,"9","1210","0","_Z","A"
"2023","LVA","TAX_REV","S13","T_1210","_T","USD","A",0.582009,"9","1210","0","_Z","A"
"2023","GBR","TAX_REV","S13","T_1210","_T","USD","A",117.147875,"9","1210","0","_Z","A"
"2023","CZE","TAX_REV","S13","T_1210","_T","USD","A",16.036587,"9","1210","0","_Z","A"
"2023","ITA","TAX_REV","S13","T_1200","_T","USD","A",62.529519,"9","1200","0","_Z","A"
"2023","USA","TAX_REV","S13","T_1200","_T","USD","A",569.26097,"9","1200","0","_Z","A"
"2016","JPN","TAX_REV","S13","T_1200","_T","USD","A",180.397516,"9","1200","0","_Z","A"
"2023","KOR","TAX_REV","S13","T_1210","_T","USD","A",71.137066,"9","1210","0","_Z","A"
"2023","USA","TAX_REV","S13","T_1220","_T","USD","A",56.99226,"9","1220","0","_Z","A"
"2023","NZL","TAX_REV","S13","T_1210","_T","USD","A",10.652572,"9","1210","0","_Z","A"
"2023","AUT","TAX_REV","S13","T_1210","_T","USD","A",16.883592,"9","1210","0","_Z","A"
"2016","LTU","TAX_REV","S13","T_1210","_T","USD","A",0.694746,"9","1210","0","_Z","A"
"2016","CRI","TAX_REV","S13","T_1220","_T","USD","A",0,"9","1220","0","_Z","A"
"2017","FIN","TAX_REV","S13","T_1220","_T","USD","A",0,"9","1220","0","_Z","A"
"2016","CAN","TAX_REV","S13","T_1210","_T","USD","A",57.582416,"9","1210","0","_Z","A"
"2017","LTU","TAX_REV","S13","T_1220","_T","USD","A",0,"9","1220","0","_Z","A"
"2017","MEX","TAX_REV","S13","T_1210","_T","USD","A",NA,"9","1210","0","_Z","A"
"2023","CZE","TAX_REV","S13","T_1220","_T","USD","A",0,"9","1220","0","_Z","A"
"2023","KOR","TAX_REV","S13","T_1200","_T","USD","A",71.137066,"9","1200","0","_Z","A"
"2023","NLD","TAX_REV","S13","T_1210","_T","USD","A",56.432464,"9","1210","0","_Z","A"
"2017","CHE","TAX_REV","S13","T_1220","_T","USD","A",NA,"6","1220","0","_Z","A"
"2017","FRA","TAX_REV","S13","T_1220","_T","USD","A",0,"9","1220","0","_Z","A"
"2017","PRT","TAX_REV","S13","T_1210","_T","USD","A",NA,"9","1210","0","_Z","A"
"2023","BEL","TAX_REV","S13","T_1210","_T","USD","A",25.174084,"9","1210","0","_Z","A"
"2017","GRC","TAX_REV","S13","T_1220","_T","USD","A",0,"9","1220","0","_Z","A"
"2023","ISR","TAX_REV","S13","T_1210","_T","USD","A",17.735846,"9","1210","0","_Z","A"
"2017","NZL","TAX_REV","S13","T_1220","_T","USD","A",0,"9","1220","0","_Z","A"
"2023","DEU","TAX_REV","S13","T_1200","_T","USD","A",103.421132,"9","1200","0","_Z","A"
"2023","GBR","TAX_REV","S13","T_1220","_T","USD","A",1.736398,"9","1220","0","_Z","A"
"2022","GBR","TAX_REV","S13","T_1200","_T","USD","A",100.58042,"9","1200","0","_Z","A"
"2017","TUR","TAX_REV","S13","T_1220","_T","USD","A",0,"9","1220","0","_Z","A"
"2022","GRC","TAX_REV","S13","T_1200","_T","USD","A",5.398979,"9","1200","0","_Z","A"
"2017","DEU","TAX_REV","S13","T_1220","_T","USD","A",0,"9","1220","0","_Z","A"
"2017","ISL","TAX_REV","S13","T_1220","_T","USD","A",0,"9","1220","0","_Z","A"
