"TIME_PERIOD","FREQ","REF_AREA","SECTOR","COUNTERPART_SECTOR","ACCOUNTING_ENTRY","TRANSACTION","INSTR_ASSET","EXPENDITURE","UNIT_MEASURE","VALUATION","PRICE_BASE","TRANSFORMATION","TABLE_IDENTIFIER","obsValue","COUNTERPART_AREA","CONSOLIDATION","DECIMALS","UNIT_MULT","CURRENCY","CONF_STATUS","OBS_STATUS"
"2020","A","NOR","S12","S1","D","P51C","_Z","_Z","XDC","S","V","N","T0800",12842,"W","N","2","6","NOK","F","A"
"2019","A","NOR","S12","S1","D","P51C","_Z","_Z","XDC","S","V","N","T0800",9854,"W","N","2","6","NOK","F","A"
"2018","A","NOR","S12","S1","D","P51C","_Z","_Z","XDC","S","V","N","T0800",8687,"W","N","2","6","NOK","F","A"
"2017","A","NOR","S12","S1","D","P51C","_Z","_Z","XDC","S","V","N","T0800",8192,"W","N","2","6","NOK","F","A"
"2016","A","NOR","S12","S1","D","P51C","_Z","_Z","XDC","S","V","N","T0800",8566,"W","N","2","6","NOK","F","A"
"2022","A","NOR","S11","S1","D","D7","_Z","_Z","XDC","S","V","N","T0800",143225,"W","N","2","6","NOK","F","A"
"2021","A","NOR","S11","S1","D","D7","_Z","_Z","XDC","S","V","N","T0800",121550,"W","N","2","6","NOK","F","A"
"2020","A","NOR","S11","S1","D","D7","_Z","_Z","XDC","S","V","N","T0800",121927,"W","N","2","6","NOK","F","A"
"2019","A","NOR","S11","S1","D","D7","_Z","_Z","XDC","S","V","N","T0800",108889,"W","N","2","6","NOK","F","A"
"2018","A","NOR","S11","S1","D","D7","_Z","_Z","XDC","S","V","N","T0800",125233,"W","N","2","6","NOK","F","A"
"2017","A","NOR","S11","S1","D","D7","_Z","_Z","XDC","S","V","N","T0800",114461,"W","N","2","6","NOK","F","A"
"2016","A","NOR","S11","S1","D","D7","_Z","_Z","XDC","S","V","N","T0800",124576,"W","N","2","6","NOK","F","A"
"2022","A","NOR","S1","S1","D","D44","_Z","_Z","XDC","S","V","N","T0800",92327,"W","P","2","6","NOK","F","A"
"2021","A","NZL","S12","S1","C","D44","_Z","_Z","XDC","S","V","N","T0800",3,"W","N","2","6","NZD","F","A"
"2018","A","NZL","S1","S1","C","D1","_Z","_Z","XDC","S","V","N","T0800",130222,"W","N","2","6","NZD","F","A"
"2017","A","NZL","S1","S1","C","D1","_Z","_Z","XDC","S","V","N","T0800",122507,"W","N","2","6","NZD","F","A"
"2016","A","NZL","S1","S1","C","D1","_Z","_Z","XDC","S","V","N","T0800",115443,"W","N","2","6","NZD","F","A"
"2019","A","NZL","S11","S1","C","D44","_Z","_Z","XDC","S","V","N","T0800",100,"W","N","2","6","NZD","F","A"
"2018","A","NZL","S11","S1","C","D44","_Z","_Z","XDC","S","V","N","T0800",101,"W","N","2","6","NZD","F","A"
"2017","A","NZL","S11","S1","C","D44","_Z","_Z","XDC","S","V","N","T0800",94,"W","N","2","6","NZD","F","A"
"2016","A","NZL","S11","S1","C","D44","_Z","_Z","XDC","S","V","N","T0800",98,"W","N","2","6","NZD","F","A"
"2021","A","NZL","S1","S1","C","D1","_Z","_Z","XDC","S","V","N","T0800",157888,"W","N","2","6","NZD","F","A"
"2020","A","NZL","S1","S1","C","D1","_Z","_Z","XDC","S","V","N","T0800",144056,"W","N","2","6","NZD","F","A"
"2019","A","NZL","S1","S1","C","D1","_Z","_Z","XDC","S","V","N","T0800",139025,"W","N","2","6","NZD","F","A"
"2017","A","NZL","S12","S1","D","P51C","_Z","_Z","XDC","S","V","N","T0800",1457,"W","N","2","6","NZD","F","A"
"2016","A","NZL","S12","S1","D","P51C","_Z","_Z","XDC","S","V","N","T0800",1315,"W","N","2","6","NZD","F","A"
"2018","A","NZL","S1","S1","D","D41","_Z","_Z","XDC","S","V","N","T0800",53326,"W","P","2","6","NZD","F","A"
"2017","A","NZL","S1","S1","D","D41","_Z","_Z","XDC","S","V","N","T0800",50548,"W","P","2","6","NZD","F","A"
"2016","A","NZL","S1","S1","D","D41","_Z","_Z","XDC","S","V","N","T0800",48476,"W","P","2","6","NZD","F","A"
"2021","A","NZL","S1","S1","D","D41","_Z","_Z","XDC","S","V","N","T0800",41896,"W","P","2","6","NZD","F","A"
"2020","A","NZL","S1","S1","D","D41","_Z","_Z","XDC","S","V","N","T0800",38538,"W","P","2","6","NZD","F","A"
"2019","A","NZL","S1","S1","D","D41","_Z","_Z","XDC","S","V","N","T0800",46200,"W","P","2","6","NZD","F","A"
"2021","A","NZL","S11","S1","D","D1","_Z","_Z","XDC","S","V","N","T0800",109920,"W","N","2","6","NZD","F","A"
"2020","A","NZL","S11","S1","D","D1","_Z","_Z","XDC","S","V","N","T0800",99672,"W","N","2","6","NZD","F","A"
"2019","A","NZL","S11","S1","D","D1","_Z","_Z","XDC","S","V","N","T0800",97744,"W","N","2","6","NZD","F","A"
"2018","A","NZL","S11","S1","D","D1","_Z","_Z","XDC","S","V","N","T0800",92007,"W","N","2","6","NZD","F","A"
"2017","A","NZL","S11","S1","D","D1","_Z","_Z","XDC","S","V","N","T0800",86782,"W","N","2","6","NZD","F","A"
"2016","A","NZL","S11","S1","D","D1","_Z","_Z","XDC","S","V","N","T0800",81215,"W","N","2","6","NZD","F","A"
"2021","A","NZL","S11","S1","C","D44","_Z","_Z","XDC","S","V","N","T0800",86,"W","N","2","6","NZD","F","A"
"2020","A","NZL","S11","S1","C","D44","_Z","_Z","XDC","S","V","N","T0800",91,"W","N","2","6","NZD","F","A"
"2021","A","NZL","S12","S1","D","D7","_Z","_Z","XDC","S","V","N","T0800",6012,"W","N","2","6","NZD","F","A"
"2020","A","NZL","S12","S1","D","D7","_Z","_Z","XDC","S","V","N","T0800",5662,"W","N","2","6","NZD","F","A"
"2019","A","NZL","S12","S1","D","D7","_Z","_Z","XDC","S","V","N","T0800",5692,"W","N","2","6","NZD","F","A"
"2018","A","NZL","S12","S1","D","D7","_Z","_Z","XDC","S","V","N","T0800",5732,"W","N","2","6","NZD","F","A"
"2017","A","NZL","S12","S1","D","D7","_Z","_Z","XDC","S","V","N","T0800",5650,"W","N","2","6","NZD","F","A"
"2016","A","NZL","S12","S1","D","D7","_Z","_Z","XDC","S","V","N","T0800",4869,"W","N","2","6","NZD","F","A"
"2021","A","NZL","S11","S1","C","D7","_Z","_Z","XDC","S","V","N","T0800",2331,"W","N","2","6","NZD","F","A"
"2020","A","NZL","S11","S1","C","D7","_Z","_Z","XDC","S","V","N","T0800",2054,"W","N","2","6","NZD","F","A"
"2019","A","NZL","S11","S1","C","D7","_Z","_Z","XDC","S","V","N","T0800",1840,"W","N","2","6","NZD","F","A"
"2018","A","NZL","S11","S1","C","D7","_Z","_Z","XDC","S","V","N","T0800",1705,"W","N","2","6","NZD","F","A"
"2017","A","NZL","S11","S1","C","D7","_Z","_Z","XDC","S","V","N","T0800",1693,"W","N","2","6","NZD","F","A"
"2016","A","NZL","S11","S1","C","D7","_Z","_Z","XDC","S","V","N","T0800",1944,"W","N","2","6","NZD","F","A"
"2021","A","NZL","S11","S1","D","D41","_Z","_Z","XDC","S","V","N","T0800",12761,"W","N","2","6","NZD","F","A"
"2020","A","NZL","S11","S1","D","D41","_Z","_Z","XDC","S","V","N","T0800",13680,"W","N","2","6","NZD","F","A"
"2019","A","NZL","S11","S1","D","D41","_Z","_Z","XDC","S","V","N","T0800",15769,"W","N","2","6","NZD","F","A"
"2018","A","NZL","S11","S1","D","D41","_Z","_Z","XDC","S","V","N","T0800",16306,"W","N","2","6","NZD","F","A"
"2017","A","NZL","S11","S1","D","D41","_Z","_Z","XDC","S","V","N","T0800",15142,"W","N","2","6","NZD","F","A"
"2016","A","NZL","S11","S1","D","D41","_Z","_Z","XDC","S","V","N","T0800",15015,"W","N","2","6","NZD","F","A"
"2018","A","NZL","S11","S1","D","D7","_Z","_Z","XDC","S","V","N","T0800",1544,"W","N","2","6","NZD","F","A"
"2017","A","NZL","S11","S1","D","D7","_Z","_Z","XDC","S","V","N","T0800",1387,"W","N","2","6","NZD","F","A"
"2016","A","NZL","S11","S1","D","D7","_Z","_Z","XDC","S","V","N","T0800",1747,"W","N","2","6","NZD","F","A"
"2021","A","NZL","S12","S1","C","D7","_Z","_Z","XDC","S","V","N","T0800",4978,"W","N","2","6","NZD","F","A"
"2020","A","NZL","S12","S1","C","D7","_Z","_Z","XDC","S","V","N","T0800",4665,"W","N","2","6","NZD","F","A"
"2019","A","NZL","S12","S1","C","D7","_Z","_Z","XDC","S","V","N","T0800",5254,"W","N","2","6","NZD","F","A"
"2018","A","NZL","S12","S1","C","D7","_Z","_Z","XDC","S","V","N","T0800",4700,"W","N","2","6","NZD","F","A"
"2017","A","NZL","S12","S1","C","D7","_Z","_Z","XDC","S","V","N","T0800",4392,"W","N","2","6","NZD","F","A"
"2016","A","NZL","S12","S1","C","D7","_Z","_Z","XDC","S","V","N","T0800",4107,"W","N","2","6","NZD","F","A"
"2021","A","NZL","S11","S1","D","D7","_Z","_Z","XDC","S","V","N","T0800",1834,"W","N","2","6","NZD","F","A"
"2020","A","NZL","S11","S1","D","D7","_Z","_Z","XDC","S","V","N","T0800",1527,"W","N","2","6","NZD","F","A"
"2019","A","NZL","S11","S1","D","D7","_Z","_Z","XDC","S","V","N","T0800",1606,"W","N","2","6","NZD","F","A"
"2021","A","NZL","S12","S1","D","P51C","_Z","_Z","XDC","S","V","N","T0800",1657,"W","N","2","6","NZD","F","A"
"2020","A","NZL","S12","S1","D","P51C","_Z","_Z","XDC","S","V","N","T0800",1667,"W","N","2","6","NZD","F","A"
"2019","A","NZL","S12","S1","D","P51C","_Z","_Z","XDC","S","V","N","T0800",1648,"W","N","2","6","NZD","F","A"
"2018","A","NZL","S12","S1","D","P51C","_Z","_Z","XDC","S","V","N","T0800",1637,"W","N","2","6","NZD","F","A"
"2020","A","NZL","S12","S1","C","D44","_Z","_Z","XDC","S","V","N","T0800",3,"W","N","2","6","NZD","F","A"
"2019","A","NZL","S12","S1","C","D44","_Z","_Z","XDC","S","V","N","T0800",3,"W","N","2","6","NZD","F","A"
"2018","A","NZL","S12","S1","C","D44","_Z","_Z","XDC","S","V","N","T0800",3,"W","N","2","6","NZD","F","A"
"2017","A","NZL","S12","S1","C","D44","_Z","_Z","XDC","S","V","N","T0800",3,"W","N","2","6","NZD","F","A"
"2016","A","NZL","S12","S1","C","D44","_Z","_Z","XDC","S","V","N","T0800",3,"W","N","2","6","NZD","F","A"
"2021","A","NZL","S12","S1","D","D44","_Z","_Z","XDC","S","V","N","T0800",1889,"W","N","2","6","NZD","F","A"
"2020","A","NZL","S12","S1","D","D44","_Z","_Z","XDC","S","V","N","T0800",1719,"W","N","2","6","NZD","F","A"
"2019","A","NZL","S12","S1","D","D44","_Z","_Z","XDC","S","V","N","T0800",1728,"W","N","2","6","NZD","F","A"
"2018","A","NZL","S12","S1","D","D44","_Z","_Z","XDC","S","V","N","T0800",1778,"W","N","2","6","NZD","F","A"
"2017","A","NZL","S12","S1","D","D44","_Z","_Z","XDC","S","V","N","T0800",1775,"W","N","2","6","NZD","F","A"
"2016","A","NZL","S12","S1","D","D44","_Z","_Z","XDC","S","V","N","T0800",1800,"W","N","2","6","NZD","F","A"
"2021","A","NZL","S11","S1","D","D44","_Z","_Z","XDC","S","V","N","T0800",0,"W","N","2","6","NZD","F","A"
"2020","A","NZL","S11","S1","D","D44","_Z","_Z","XDC","S","V","N","T0800",0,"W","N","2","6","NZD","F","A"
"2019","A","NZL","S11","S1","D","D44","_Z","_Z","XDC","S","V","N","T0800",0,"W","N","2","6","NZD","F","A"
"2018","A","NZL","S11","S1","D","D44","_Z","_Z","XDC","S","V","N","T0800",0,"W","N","2","6","NZD","F","A"
"2017","A","NZL","S11","S1","D","D44","_Z","_Z","XDC","S","V","N","T0800",0,"W","N","2","6","NZD","F","A"
"2016","A","NZL","S11","S1","D","D44","_Z","_Z","XDC","S","V","N","T0800",0,"W","N","2","6","NZD","F","A"
"2021","A","NZL","S11","S1","C","D41","_Z","_Z","XDC","S","V","N","T0800",3835,"W","N","2","6","NZD","F","A"
"2021","A","NZL","S11","S1","C","B1G","_Z","_Z","XDC","S","V","N","T0800",233379,"W","_Z","2","6","NZD","F","A"
"2020","A","NZL","S11","S1","C","B1G","_Z","_Z","XDC","S","V","N","T0800",213103,"W","_Z","2","6","NZD","F","A"
"2019","A","NZL","S11","S1","C","B1G","_Z","_Z","XDC","S","V","N","T0800",212083,"W","_Z","2","6","NZD","F","A"
"2018","A","NZL","S11","S1","C","B1G","_Z","_Z","XDC","S","V","N","T0800",201662,"W","_Z","2","6","NZD","F","A"
"2017","A","NZL","S11","S1","C","B1G","_Z","_Z","XDC","S","V","N","T0800",192193,"W","_Z","2","6","NZD","F","A"
"2016","A","NZL","S11","S1","C","B1G","_Z","_Z","XDC","S","V","N","T0800",178577,"W","_Z","2","6","NZD","F","A"
"2020","A","NZL","S11","S1","C","D41","_Z","_Z","XDC","S","V","N","T0800",3871,"W","N","2","6","NZD","F","A"
"2019","A","NZL","S11","S1","C","D41","_Z","_Z","XDC","S","V","N","T0800",4150,"W","N","2","6","NZD","F","A"
"2018","A","NZL","S11","S1","C","D41","_Z","_Z","XDC","S","V","N","T0800",4354,"W","N","2","6","NZD","F","A"
"2017","A","NZL","S11","S1","C","D41","_Z","_Z","XDC","S","V","N","T0800",3872,"W","N","2","6","NZD","F","A"
"2016","A","NZL","S11","S1","C","D41","_Z","_Z","XDC","S","V","N","T0800",4409,"W","N","2","6","NZD","F","A"
"2021","A","NZL","S1","S1","C","B1G","_Z","_Z","XDC","S","V","N","T0800",358602,"W","_Z","2","6","NZD","F","A"
"2020","A","NZL","S1","S1","C","B1G","_Z","_Z","XDC","S","V","N","T0800",327992,"W","_Z","2","6","NZD","F","A"
"2019","A","NZL","S1","S1","C","B1G","_Z","_Z","XDC","S","V","N","T0800",323075,"W","_Z","2","6","NZD","F","A"
"2018","A","NZL","S1","S1","C","B1G","_Z","_Z","XDC","S","V","N","T0800",306173,"W","_Z","2","6","NZD","F","A"
"2017","A","NZL","S1","S1","C","B1G","_Z","_Z","XDC","S","V","N","T0800",290724,"W","_Z","2","6","NZD","F","A"
"2016","A","NZL","S1","S1","C","B1G","_Z","_Z","XDC","S","V","N","T0800",271357,"W","_Z","2","6","NZD","F","A"
"2021","A","NZL","S12","S1","D","D1","_Z","_Z","XDC","S","V","N","T0800",7981,"W","N","2","6","NZD","F","A"
"2020","A","NZL","S12","S1","D","D1","_Z","_Z","XDC","S","V","N","T0800",7362,"W","N","2","6","NZD","F","A"
"2019","A","NZL","S12","S1","D","D1","_Z","_Z","XDC","S","V","N","T0800",6725,"W","N","2","6","NZD","F","A"
"2018","A","NZL","S12","S1","D","D1","_Z","_Z","XDC","S","V","N","T0800",6352,"W","N","2","6","NZD","F","A"
"2017","A","NZL","S12","S1","D","D1","_Z","_Z","XDC","S","V","N","T0800",6241,"W","N","2","6","NZD","F","A"
"2016","A","NZL","S12","S1","D","D1","_Z","_Z","XDC","S","V","N","T0800",5951,"W","N","2","6","NZD","F","A"
"2021","A","NZL","S12","S1","C","D41","_Z","_Z","XDC","S","V","N","T0800",27351,"W","N","2","6","NZD","F","A"
"2020","A","NZL","S12","S1","C","D41","_Z","_Z","XDC","S","V","N","T0800",23808,"W","N","2","6","NZD","F","A"
"2019","A","NZL","S12","S1","C","D41","_Z","_Z","XDC","S","V","N","T0800",28500,"W","N","2","6","NZD","F","A"
"2018","A","NZL","S12","S1","C","D41","_Z","_Z","XDC","S","V","N","T0800",33190,"W","N","2","6","NZD","F","A"
"2017","A","NZL","S12","S1","C","D41","_Z","_Z","XDC","S","V","N","T0800",31294,"W","N","2","6","NZD","F","A"
"2016","A","NZL","S12","S1","C","D41","_Z","_Z","XDC","S","V","N","T0800",29892,"W","N","2","6","NZD","F","A"
"2021","A","NZL","S1","S1","D","D7","_Z","_Z","XDC","S","V","N","T0800",21595,"W","P","2","6","NZD","F","A"
"2020","A","NZL","S1","S1","D","D7","_Z","_Z","XDC","S","V","N","T0800",21614,"W","P","2","6","NZD","F","A"
"2019","A","NZL","S1","S1","D","D7","_Z","_Z","XDC","S","V","N","T0800",20112,"W","P","2","6","NZD","F","A"
"2018","A","NZL","S1","S1","D","D7","_Z","_Z","XDC","S","V","N","T0800",19229,"W","P","2","6","NZD","F","A"
"2017","A","NZL","S1","S1","D","D7","_Z","_Z","XDC","S","V","N","T0800",18483,"W","P","2","6","NZD","F","A"
"2016","A","NZL","S1","S1","D","D7","_Z","_Z","XDC","S","V","N","T0800",17755,"W","P","2","6","NZD","F","A"
"2021","A","NZL","S1","S1","C","D7","_Z","_Z","XDC","S","V","N","T0800",21156,"W","P","2","6","NZD","F","A"
"2020","A","NZL","S1","S1","C","D7","_Z","_Z","XDC","S","V","N","T0800",20948,"W","P","2","6","NZD","F","A"
"2019","A","NZL","S1","S1","C","D7","_Z","_Z","XDC","S","V","N","T0800",19568,"W","P","2","6","NZD","F","A"
"2018","A","NZL","S1","S1","C","D7","_Z","_Z","XDC","S","V","N","T0800",18301,"W","P","2","6","NZD","F","A"
"2017","A","NZL","S1","S1","C","D7","_Z","_Z","XDC","S","V","N","T0800",17513,"W","P","2","6","NZD","F","A"
"2016","A","NZL","S1","S1","C","D7","_Z","_Z","XDC","S","V","N","T0800",17156,"W","P","2","6","NZD","F","A"
"2021","A","NZL","S11","S1","D","P51C","_Z","_Z","XDC","S","V","N","T0800",32956,"W","N","2","6","NZD","F","A"
"2020","A","NZL","S11","S1","D","P51C","_Z","_Z","XDC","S","V","N","T0800",30907,"W","N","2","6","NZD","F","A"
"2019","A","NZL","S11","S1","D","P51C","_Z","_Z","XDC","S","V","N","T0800",29507,"W","N","2","6","NZD","F","A"
"2018","A","NZL","S11","S1","D","P51C","_Z","_Z","XDC","S","V","N","T0800",30455,"W","N","2","6","NZD","F","A"
"2017","A","NZL","S11","S1","D","P51C","_Z","_Z","XDC","S","V","N","T0800",26115,"W","N","2","6","NZD","F","A"
"2016","A","NZL","S11","S1","D","P51C","_Z","_Z","XDC","S","V","N","T0800",25117,"W","N","2","6","NZD","F","A"
"2021","A","NZL","S1","S1","C","D44","_Z","_Z","XDC","S","V","N","T0800",1891,"W","P","2","6","NZD","F","A"
"2020","A","NZL","S1","S1","C","D44","_Z","_Z","XDC","S","V","N","T0800",1717,"W","P","2","6","NZD","F","A"
"2019","A","NZL","S1","S1","C","D44","_Z","_Z","XDC","S","V","N","T0800",1726,"W","P","2","6","NZD","F","A"
"2018","A","NZL","S1","S1","C","D44","_Z","_Z","XDC","S","V","N","T0800",1775,"W","P","2","6","NZD","F","A"
"2017","A","NZL","S1","S1","C","D44","_Z","_Z","XDC","S","V","N","T0800",1774,"W","P","2","6","NZD","F","A"
"2016","A","NZL","S1","S1","C","D44","_Z","_Z","XDC","S","V","N","T0800",1799,"W","P","2","6","NZD","F","A"
"2019","A","NZL","S12","S1","D","D41","_Z","_Z","XDC","S","V","N","T0800",19908,"W","N","2","6","NZD","F","A"
"2018","A","NZL","S12","S1","D","D41","_Z","_Z","XDC","S","V","N","T0800",25657,"W","N","2","6","NZD","F","A"
"2017","A","NZL","S12","S1","D","D41","_Z","_Z","XDC","S","V","N","T0800",24319,"W","N","2","6","NZD","F","A"
"2016","A","NZL","S12","S1","D","D41","_Z","_Z","XDC","S","V","N","T0800",22311,"W","N","2","6","NZD","F","A"
"2021","A","NZL","S1","S1","D","D1","_Z","_Z","XDC","S","V","N","T0800",158348,"W","N","2","6","NZD","F","A"
"2020","A","NZL","S1","S1","D","D1","_Z","_Z","XDC","S","V","N","T0800",144456,"W","N","2","6","NZD","F","A"
"2019","A","NZL","S1","S1","D","D1","_Z","_Z","XDC","S","V","N","T0800",139427,"W","N","2","6","NZD","F","A"
"2018","A","NZL","S1","S1","D","D1","_Z","_Z","XDC","S","V","N","T0800",130565,"W","N","2","6","NZD","F","A"
"2017","A","NZL","S1","S1","D","D1","_Z","_Z","XDC","S","V","N","T0800",122805,"W","N","2","6","NZD","F","A"
"2016","A","NZL","S1","S1","D","D1","_Z","_Z","XDC","S","V","N","T0800",115703,"W","N","2","6","NZD","F","A"
"2021","A","NZL","S12","S1","D","B1G","_Z","_Z","XDC","S","V","N","T0800",19917,"W","_Z","2","6","NZD","F","A"
"2020","A","NZL","S12","S1","D","B1G","_Z","_Z","XDC","S","V","N","T0800",17827,"W","_Z","2","6","NZD","F","A"
"2019","A","NZL","S12","S1","D","B1G","_Z","_Z","XDC","S","V","N","T0800",17220,"W","_Z","2","6","NZD","F","A"
"2018","A","NZL","S12","S1","D","B1G","_Z","_Z","XDC","S","V","N","T0800",16807,"W","_Z","2","6","NZD","F","A"
"2017","A","NZL","S12","S1","D","B1G","_Z","_Z","XDC","S","V","N","T0800",16128,"W","_Z","2","6","NZD","F","A"
"2016","A","NZL","S12","S1","D","B1G","_Z","_Z","XDC","S","V","N","T0800",14557,"W","_Z","2","6","NZD","F","A"
"2021","A","NZL","S12","S1","D","D41","_Z","_Z","XDC","S","V","N","T0800",19867,"W","N","2","6","NZD","F","A"
"2020","A","NZL","S12","S1","D","D41","_Z","_Z","XDC","S","V","N","T0800",15557,"W","N","2","6","NZD","F","A"
"2021","A","NZL","S1","S1","D","P51C","_Z","_Z","XDC","S","V","N","T0800",50501,"W","N","2","6","NZD","F","A"
"2020","A","NZL","S1","S1","D","P51C","_Z","_Z","XDC","S","V","N","T0800",46873,"W","N","2","6","NZD","F","A"
"2019","A","NZL","S1","S1","D","P51C","_Z","_Z","XDC","S","V","N","T0800",44793,"W","N","2","6","NZD","F","A"
"2018","A","NZL","S1","S1","D","P51C","_Z","_Z","XDC","S","V","N","T0800",45147,"W","N","2","6","NZD","F","A"
"2017","A","NZL","S1","S1","D","P51C","_Z","_Z","XDC","S","V","N","T0800",39727,"W","N","2","6","NZD","F","A"
"2016","A","NZL","S1","S1","D","P51C","_Z","_Z","XDC","S","V","N","T0800",37866,"W","N","2","6","NZD","F","A"
"2021","A","NZL","S11","S1","D","B1G","_Z","_Z","XDC","S","V","N","T0800",233379,"W","_Z","2","6","NZD","F","A"
"2020","A","NZL","S11","S1","D","B1G","_Z","_Z","XDC","S","V","N","T0800",213103,"W","_Z","2","6","NZD","F","A"
"2019","A","NZL","S11","S1","D","B1G","_Z","_Z","XDC","S","V","N","T0800",212083,"W","_Z","2","6","NZD","F","A"
"2018","A","NZL","S11","S1","D","B1G","_Z","_Z","XDC","S","V","N","T0800",201662,"W","_Z","2","6","NZD","F","A"
"2017","A","NZL","S11","S1","D","B1G","_Z","_Z","XDC","S","V","N","T0800",192193,"W","_Z","2","6","NZD","F","A"
"2016","A","NZL","S11","S1","D","B1G","_Z","_Z","XDC","S","V","N","T0800",178577,"W","_Z","2","6","NZD","F","A"
"2021","A","NZL","S1","S1","D","B1G","_Z","_Z","XDC","S","V","N","T0800",358602,"W","_Z","2","6","NZD","F","A"
"2020","A","NZL","S1","S1","D","B1G","_Z","_Z","XDC","S","V","N","T0800",327992,"W","_Z","2","6","NZD","F","A"
"2019","A","NZL","S1","S1","D","B1G","_Z","_Z","XDC","S","V","N","T0800",323075,"W","_Z","2","6","NZD","F","A"
"2018","A","NZL","S1","S1","D","B1G","_Z","_Z","XDC","S","V","N","T0800",306173,"W","_Z","2","6","NZD","F","A"
"2017","A","NZL","S1","S1","D","B1G","_Z","_Z","XDC","S","V","N","T0800",290724,"W","_Z","2","6","NZD","F","A"
"2016","A","NZL","S1","S1","D","B1G","_Z","_Z","XDC","S","V","N","T0800",271357,"W","_Z","2","6","NZD","F","A"
"2021","A","NZL","S1","S1","C","D41","_Z","_Z","XDC","S","V","N","T0800",41335,"W","P","2","6","NZD","F","A"
"2020","A","NZL","S1","S1","C","D41","_Z","_Z","XDC","S","V","N","T0800",38021,"W","P","2","6","NZD","F","A"
"2019","A","NZL","S1","S1","C","D41","_Z","_Z","XDC","S","V","N","T0800",45410,"W","P","2","6","NZD","F","A"
"2018","A","NZL","S1","S1","C","D41","_Z","_Z","XDC","S","V","N","T0800",51109,"W","P","2","6","NZD","F","A"
"2017","A","NZL","S1","S1","C","D41","_Z","_Z","XDC","S","V","N","T0800",48385,"W","P","2","6","NZD","F","A"
"2016","A","NZL","S1","S1","C","D41","_Z","_Z","XDC","S","V","N","T0800",46900,"W","P","2","6","NZD","F","A"
"2021","A","NZL","S1","S1","D","D44","_Z","_Z","XDC","S","V","N","T0800",1889,"W","P","2","6","NZD","F","A"
"2019","A","NZL","S1","S1","D","D44","_Z","_Z","XDC","S","V","N","T0800",1728,"W","P","2","6","NZD","F","A"
"2018","A","NZL","S1","S1","D","D44","_Z","_Z","XDC","S","V","N","T0800",1778,"W","P","2","6","NZD","F","A"
"2017","A","NZL","S1","S1","D","D44","_Z","_Z","XDC","S","V","N","T0800",1775,"W","P","2","6","NZD","F","A"
"2016","A","NZL","S1","S1","D","D44","_Z","_Z","XDC","S","V","N","T0800",1800,"W","P","2","6","NZD","F","A"
"2020","A","NZL","S1","S1","D","D44","_Z","_Z","XDC","S","V","N","T0800",1719,"W","P","2","6","NZD","F","A"
"2021","A","NZL","S12","S1","C","B1G","_Z","_Z","XDC","S","V","N","T0800",19917,"W","_Z","2","6","NZD","F","A"
"2020","A","NZL","S12","S1","C","B1G","_Z","_Z","XDC","S","V","N","T0800",17827,"W","_Z","2","6","NZD","F","A"
"2019","A","NZL","S12","S1","C","B1G","_Z","_Z","XDC","S","V","N","T0800",17220,"W","_Z","2","6","NZD","F","A"
"2018","A","NZL","S12","S1","C","B1G","_Z","_Z","XDC","S","V","N","T0800",16807,"W","_Z","2","6","NZD","F","A"
"2017","A","NZL","S12","S1","C","B1G","_Z","_Z","XDC","S","V","N","T0800",16128,"W","_Z","2","6","NZD","F","A"
"2020","A","POL","S1","S1","D","D1","_Z","_Z","XDC","S","V","N","T0800",956762,"W","N","2","6","PLN","F","A"
"2018","A","POL","S12","S1","C","B1G","_Z","_Z","XDC","S","V","N","T0800",81261,"W","_Z","2","6","PLN","F","A"
"2017","A","POL","S12","S1","C","B1G","_Z","_Z","XDC","S","V","N","T0800",74313,"W","_Z","2","6","PLN","F","A"
"2016","A","POL","S12","S1","C","B1G","_Z","_Z","XDC","S","V","N","T0800",66187,"W","_Z","2","6","PLN","F","A"
"2017","A","POL","S1","S1","D","D44","_Z","_Z","XDC","S","V","N","T0800",16726,"W","P","2","6","PLN","F","A"
"2016","A","POL","S1","S1","D","D44","_Z","_Z","XDC","S","V","N","T0800",17980,"W","P","2","6","PLN","F","A"
"2023","A","POL","S12","S1","C","B1G","_Z","_Z","XDC","S","V","N","T0800",156379,"W","_Z","2","6","PLN","F","A"
"2022","A","POL","S12","S1","C","B1G","_Z","_Z","XDC","S","V","N","T0800",144234,"W","_Z","2","6","PLN","F","A"
"2021","A","POL","S12","S1","C","B1G","_Z","_Z","XDC","S","V","N","T0800",87806,"W","_Z","2","6","PLN","F","A"
"2020","A","POL","S12","S1","C","B1G","_Z","_Z","XDC","S","V","N","T0800",86357,"W","_Z","2","6","PLN","F","A"
"2019","A","POL","S12","S1","C","B1G","_Z","_Z","XDC","S","V","N","T0800",86293,"W","_Z","2","6","PLN","F","A"
"2022","A","POL","S12","S1","C","D41","_Z","_Z","XDC","S","V","N","T0800",129633,"W","N","2","6","PLN","F","A"
"2021","A","POL","S12","S1","C","D41","_Z","_Z","XDC","S","V","N","T0800",40589,"W","N","2","6","PLN","F","A"
"2023","A","POL","S12","S1","D","D41","_Z","_Z","XDC","S","V","N","T0800",204927,"W","N","2","6","PLN","F","A"
"2022","A","POL","S12","S1","D","D41","_Z","_Z","XDC","S","V","N","T0800",148749,"W","N","2","6","PLN","F","A"
